NoseX,NoseY,NeckX,NeckY,RShoulderX,RShoulderY,RElbowX,RElbowY,RWristX,RWristY,LShoulderLElbowX,LShoulderLElbowY,LWristX,LWristY,RHipX,RHipY,RKneeX,RKneeY,RAnkleX,RAnkleY,LHipX,LHipY,LKneeX,LKneeY,LAnkleX,LAnkleY,REyeX,REyeY,LEyeX,LEyeY,REarX,REarY,LEarX,LEarY,BackgroundX,BackgroundY
0.5326087,0.08695652,0.52717394,0.26630434,0.41847825,0.26086956,0.2771739,0.3206522,0.19565217,0.32608697,0.63586956,0.26086956,0.7717391,0.29891303,0.90217394,0.32608697,0.45652175,0.7282609,0.0,0.0,0.0,0.0,0.5706522,0.7173913,0.0,0.0,0.0,0.0,0.5,0.06521739,0.5543478,0.054347824,0.4673913,0.092391305,0.58152175,0.06521739
0.6032609,0.08695652,0.61413044,0.26630434,0.5,0.27173913,0.39673913,0.33152175,0.27173913,0.3478261,0.7173913,0.25543478,0.8206522,0.27173913,0.92391306,0.3043478,0.5217391,0.7119565,0.0,0.0,0.0,0.0,0.6576087,0.7119565,0.6847826,0.97282606,0.0,0.0,0.5652174,0.06521739,0.6195652,0.054347824,0.5380435,0.092391305,0.65217394,0.07065217
0.7173913,0.11956522,0.73913044,0.2771739,0.63586956,0.2826087,0.5054348,0.33695653,0.39130434,0.3478261,0.8369565,0.26086956,0.9456522,0.29347825,0.0,0.0,0.6576087,0.6793478,0.6467391,0.8206522,0.0,0.0,0.76086956,0.6902174,0.76086956,0.9130435,0.0,0.0,0.6902174,0.10326087,0.7336956,0.092391305,0.66847825,0.13043478,0.7663044,0.097826086
0.45652175,0.11413044,0.45108697,0.2826087,0.36413044,0.2826087,0.22826087,0.33695653,0.054347824,0.35326087,0.5326087,0.27173913,0.66847825,0.3043478,0.7826087,0.3206522,0.4347826,0.66847825,0.0,0.0,0.0,0.0,0.51086956,0.66847825,0.4076087,0.9130435,0.0,0.0,0.42391303,0.10326087,0.4673913,0.092391305,0.39673913,0.13586956,0.48913044,0.10326087
0.4402174,0.11413044,0.42391303,0.2771739,0.33695653,0.27173913,0.19565217,0.32608697,0.032608695,0.33152175,0.5,0.2771739,0.6195652,0.3152174,0.7282609,0.32608697,0.41304347,0.6902174,0.4021739,0.9130435,0.0,0.0,0.47826087,0.67391306,0.4728261,0.9076087,0.0,0.0,0.4076087,0.097826086,0.4456522,0.092391305,0.38043478,0.13043478,0.0,0.0
0.42391303,0.26086956,0.4293478,0.3423913,0.38586956,0.3423913,0.3152174,0.38043478,0.25543478,0.4021739,0.47826087,0.33152175,0.54891306,0.35326087,0.61413044,0.375,0.4021739,0.5326087,0.4076087,0.67391306,0.41847825,0.8152174,0.45652175,0.5326087,0.45108697,0.66847825,0.4402174,0.8152174,0.41304347,0.25,0.4347826,0.24456522,0.4021739,0.26086956,0.45108697,0.25543478
0.42391303,0.26086956,0.4293478,0.33695653,0.375,0.33695653,0.3043478,0.36413044,0.23913044,0.36956522,0.48369566,0.33152175,0.5543478,0.3423913,0.625,0.3423913,0.4021739,0.54347825,0.4076087,0.6847826,0.4076087,0.8152174,0.46195653,0.54347825,0.45652175,0.6847826,0.45108697,0.8097826,0.41304347,0.25,0.4347826,0.24456522,0.4021739,0.26086956,0.45108697,0.25543478
0.6576087,0.26630434,0.66847825,0.3423913,0.61413044,0.3423913,0.54891306,0.36956522,0.47826087,0.375,0.72282606,0.33695653,0.79347825,0.35326087,0.8695652,0.35326087,0.63586956,0.54347825,0.625,0.6793478,0.6304348,0.79347825,0.70108694,0.54347825,0.6847826,0.66847825,0.67391306,0.79891306,0.6467391,0.26086956,0.66847825,0.25543478,0.6304348,0.26630434,0.6847826,0.26086956
0.6304348,0.26086956,0.6304348,0.33152175,0.58152175,0.33152175,0.5054348,0.36413044,0.4347826,0.36413044,0.6793478,0.33152175,0.7663044,0.3478261,0.84782606,0.3478261,0.6032609,0.54347825,0.6032609,0.6956522,0.6195652,0.8206522,0.6576087,0.54347825,0.63586956,0.70652175,0.6304348,0.83152175,0.61413044,0.25,0.63586956,0.24456522,0.6032609,0.25543478,0.65217394,0.25
0.5543478,0.26086956,0.54891306,0.33695653,0.5054348,0.33695653,0.4076087,0.36956522,0.3206522,0.35869566,0.59782606,0.33152175,0.6630435,0.35326087,0.72282606,0.36956522,0.5163044,0.54891306,0.52717394,0.70652175,0.5380435,0.8097826,0.58152175,0.54891306,0.5652174,0.70652175,0.5597826,0.8206522,0.5380435,0.25,0.5597826,0.24456522,0.52717394,0.25543478,0.57608694,0.25543478
0.42391303,0.26086956,0.4293478,0.33695653,0.375,0.3423913,0.29891303,0.38586956,0.23913044,0.4076087,0.47826087,0.33152175,0.54891306,0.35326087,0.6195652,0.36956522,0.4021739,0.5380435,0.4021739,0.67391306,0.41304347,0.8043478,0.45652175,0.5326087,0.45108697,0.6630435,0.4456522,0.79891306,0.4076087,0.25,0.4293478,0.25,0.39673913,0.26086956,0.45108697,0.25543478
0.375,0.25543478,0.36413044,0.33695653,0.3206522,0.33695653,0.25543478,0.36956522,0.17391305,0.38586956,0.41304347,0.33152175,0.48369566,0.35869566,0.54347825,0.375,0.3478261,0.54347825,0.3423913,0.67391306,0.3478261,0.79347825,0.4021739,0.54891306,0.38586956,0.6847826,0.38043478,0.8043478,0.35869566,0.25,0.38043478,0.24456522,0.33695653,0.26086956,0.0,0.0
